"DACEE (see Departmental Advisory Committee on Employment Equity) ","CCMEE (voir Comité consultatif ministériel sur l'équité en matière d'emploi) "
"DARS (see digital audio-recording system) ","SEA (voir système d'enregistrement audionumérique) "
"DC (see deputy chairperson) ","VP (voir vice-président) "
"DCO (see Deputy Chairperson's Office) ","BVP (voir Bureau du vice-président) "
"DDG (see Deputy Director General) ","DGA (voir directeur général adjoint) "
"DM (see district manager) ","GD (voir gestionnaire de district) "
"DR (see deputy registrar) ","GA (voir greffier adjoint) "
"DRO (see dispute resolution officer) ","ARL (voir agent de règlement des litiges) "
"DTS (see Decisions Tracking System) ","SSD (voir Système de suivi des décisions) "
danger of torture,risque d'être soumis à la torture
"danger of torture or to a risk of cruel and unusual treatment or punishment, to be subject to a; risk of torture or cruel and unusual treatment or punishment, to be at",s'exposer au risque d'être soumis à la torture ou au risque de traitements ou peines cruels et inusités; risquer la torture ou des traitements ou peines cruels et inusités
danger-to-the-public opinion,avis de danger pour le public
"decide a claim for refugee protection, to; determine a claim for refugee protection, to",statuer sur une demande d'asile; trancher une demande d'asile
decision; determination; disposition; finding,décision; constat; conclusion
"decision, to be directly affected by a",être directement touché par une décision
"decision, to make a; decision, to render a; rule, to",statuer; rendre une décision (écrite); prononcer une décision (de vive voix); exposer une décision (écrite ou de vive voix)
"decision, to render a; decision, to make a; rule, to",rendre une décision (écrite); prononcer une décision (de vive voix); exposer une décision (écrite ou de vive voix); statuer
decision appealed,décision attaquée; décision portée en appel
"decision binding on; binding decision; bound by a decision, to be",décision d'application obligatoire; être lié par une décision
decision in favour of (the permanent resident or foreign national); positive decision ,décision favorable (au résident permanent ou à l'étranger)
decision made in writing; decision rendered in writing,décision rendue par écrit
decision made orally; decision rendered orally; oral decision,décision exposée (ou prononcée) de vive voix
decision-maker,décideur
decision-making body,organisme décisionnel
decision not in favour of (the permanent resident or foreign national); negative decision ,décision défavorable (au résident permanent ou à l'étranger)
decision on an appeal; appeal decision,décision en matière d'appel; décision d'appel; décision sur l'appel
decision on the abandonment,décision prononçant le désistement
decision pending,décision en instance
decision rendered in chambers,décision rendue en cabinet
decision rendered in writing; decision made in writing,décision rendue par écrit
decision rendered orally; decision made orally; oral decision,décision exposée (ou prononcée) de vive voix
Decisions Tracking System (DTS) ,Système de suivi des décisions (SSD) 
"decline jurisdiction, to",refuser d'exercer sa compétence
decree absolute,jugement irrévocable
deemed to be,réputé être
"default in the proceedings, to be in",omettre de poursuivre l'affaire
"defect, to",faire défection; fuir son pays
delegation of authority for personnel actions,délégation de pouvoirs concernant les mesures touchant le personnel
"demonstrate the merits, to (of a claim for refugee protection, of an appeal)","démontrer le bien-fondé (d'une demande d'asile, d'un appel)"
de novo hearing; hearing de novoNOTE A completely new hearing.,audience de novo; nouvelle audienceNOTA Audience complètement nouvelle.
Departmental Advisory Committee on Employment Equity (DACEE) ,Comité consultatif ministériel sur l'équité en matière d'emploi (CCMEE) 
departmental assessment (DA) ,évaluation ministérielle (EM) 
departure order,mesure d'interdiction de séjour
dependant,personne à charge
dependent child,enfant à charge
deponent,déposant
deportation order,mesure d'expulsion
deputy chairperson (DC) ,vice-président (VP) 
Deputy Chairperson's Office (DCO) ,Bureau du vice-président (BVP) 
Deputy Director General (DDG) ,directeur général adjoint (DGA) 
deputy registrar (DR) ,greffier adjoint (GA) 
desertion,désertion; défection
"designate a person to represent the person, to",commettre d'office un représentant à l'intéressé
"designate a representative, to",commettre un représentant
designated person,personne désignée
designated representative,représentant désigné
Design Standards and Guidelines,Guide des normes graphiques
detained person caseNOTE Means the case of a person in detention.,cas d'une personne détenue
detention,détention
detention and release,détention et mise en liberté
detention facility,établissement de détention
detention order,ordonnance de détention
detention review; review of reasons for detention,contrôle des motifs de détention
determination; decision; disposition; finding,conclusion; décision; constat
determination of eligibility (of a claim to be referred to the Refugee Protection Division),examen de la recevabilité (statuer sur la recevabilité d'une demande d'asile et la déférer à la Section de la protection des réfugiés)
"determination of inadmissibility; lead to a determination of inadmissibility, to; inadmissibility, to constitute",constat d'interdiction de territoire; emporter interdiction de territoire
"determine a claim for refugee protection, to; decide a claim for refugee protection, to",trancher une demande d'asile; statuer sur une demande d'asile
differential risk,risque distinctif
differently constituted panel,autre formation du tribunal; tribunal constitué d'autres membres
digested decision,condensé de décision
digital audio-recording system (DARS) ,système d'enregistrement audionumérique (SEA) 
direction,instruction
"director general, Immigration Division","directeur général, Section de l'immigration"
"disclose information from another claim, to",communiquer les renseignements d'une autre demande d'asile
disclosure (of documents; of information),"communication (de renseignements, de documents); divulgation (de renseignements)"
disclosure letter,lettre de divulgation
disclosure package,trousse documentaire
"discontinue, to (an appeal); terminate, to (a pending proceeding, an appeal)","mettre fin (à un appel, à une affaire); classer (une affaire en cours, une affaire portée en appel)"
discretionary jurisdiction,compétence discrétionnaire
discretion to release a document,pouvoir discrétionnaire de diffuser un document
"dismiss, to (an appeal, an application for judicial review); reject, to (a claim); screen out, to (a case)","rejeter (une demande d'asile; une demande de contrôle judiciaire, un appel; un cas)"
displaced person,personne déplacée
disposition; decision; determination; finding,constat; décision; conclusion
dispute resolution officer (DRO) ,agent de règlement des litiges (ARL) 
dissenting member,commissaire dissident
dissenting reasons for decision,motifs de dissidence; motifs dissidents
district manager (DM) ,gestionnaire de district (GD) 
documentary evidence,preuve documentaire
domestic violence,violence familiale
draft evader,insoumis; conscrit réfractaire
draft evasion,insoumission
dual nationality,double nationalité
during good behaviour,à titre inamovible
duty counsel,conseil commis d'office; conseil de service
duty of candour (to the Court),obligation de franchise (envers la Cour)
"EDMS (see Electronic Document Management System) ","SGED (voir Système de gestion électronique de documents) "
"EHP (see expedited hearing process) ",processus accéléré d'audience
"EIS (see Executive Information System) ","SICS (voir Système d'information pour cadres supérieurs) "
"EP (see expedited process) ","PA (voir processus accéléré) "
"ERIR (see Extended Response to Information Request) ","RADI (voir Réponse approfondie à la demande d'information) "
"ESB (see Executive Secretariat Branch)NOTE Now called Communications and Executive Services Branch (CESB) .","DGSHD (voir Direction générale du secrétariat de la haute direction)NOTA Maintenant appelée Direction générale des communications et des services à la haute direction (DGCSHD) ."
"ESR (see Employment Systems Review) ","ESE (voir examen des systèmes d'emploi) "
early hearing,audition anticipée
early referral,cas déféré au début du processus
early review (of an appeal; of the detention),examen en début de processus (d'un appel); contrôle anticipé (des motifs de détention)
economic migrant,migrant économique
Editorial Guidelines,Guide de rédaction
Electronic Document Management System (EDMS) ,Système de gestion électronique de documents (SGED) 
eligibility (of a claim for refugee protection),recevabilité (d'une demande d'asile)
eligibility determination (of a claim for refugee protection),détermination de la recevabilité (d'une demande d'asile)
eligibility interview,entrevue visant à déterminer la recevabilité (de la demande d'asile)
eligibility redetermination; redetermination of eligibility (of a claim for refugee protection),réexamen de la recevabilité (d'une demande d'asile)
eligibility test,critères de recevabilité
eligible claim,demande d'asile recevable
"eligible to be referred, to determine whether the claim is",statuer sur la recevabilité de la demande et la déférer
employment equity champion,champion de l'équité en matière d'emploi
Employment Systems Review (ESR) ,examen des systèmes d'emploi (ESE) 
"endanger public safety, to",compromettre la sécurité publique
end-of-mandate performance report,rapport de rendement de fin de mandat
enforceable removal order; enforcement of a removal order,mesure de renvoi exécutoire; exécution d'une mesure de renvoi
"enshrined rights; entrenched rights (in a charter, in a constitution)","droits garantis (par/dans une charte, une constitution); droits inscrits; droits prévus (dans une charte, une constitution) NOTA À éviter : droits enchâssés."
"enter and remain in Canada, to",entrer et séjourner au Canada
"entertain an appeal, to",connaître d'un appel
"entrenched rights; enshrined rights (in a charter, in a constitution)","droits garantis (par/dans une charte, une constitution); droits inscrits; droits prévus (dans une charte, une constitution) NOTA À éviter : droits enchâssés."
entry,entrée; arrivée
equality before the law,égalité devant la loi
equivalencing,établissement d'équivalences
erroneous finding of fact,conclusion de fait erronée
error on the record,erreur au dossier
"espionage, to engage in an act of",être l'auteur d'actes d'espionnage
estoppel,estoppel; préclusion
evidence; testimony,preuve; élément de preuve; témoignage
"evidence, to give",fournir des éléments de preuve; témoigner
"evidence, to present; evidence, to produce; presentation of evidence; production of evidence",présenter des éléments de preuve; produire des éléments de preuve; présentation de la preuve
"evidence, to provide as",déposer en preuve
"evidence, to take",recueillir des témoignages; entendre la preuve
evidence on exclusion,éléments de preuve relatifs à l'exclusion
evidence on inclusion,éléments de preuve relatifs à l'inclusion
"evidentiary burden of proofNOTE It may shift during a hearing, depending on what happens during the proceedings.","fardeau de présentation de la preuveNOTA Il peut varier au cours de l'audience, selon ce qui se produit pendant la procédure."
examination (of a witness; of a document),interrogatoire (d'un témoin); contrôle; inspection (d'un document)
"examination-in-chiefNOTE Initial questioning of a witness by the party who called the witness. Also called ""direct examination"" or ""examination of a witness"".",interrogatoire principalNOTA Ensemble des questions posées à un témoin par la partie qui l'a appelé à la barre. Aussi appelé « interrogatoire d'un témoin ».
examination under oath,interrogatoire sous serment
exceptional circumstance,circonstance exceptionnelle
"excessive demand on health or social services, might reasonably be expected to cause",risquer d'entraîner un fardeau excessif pour les services sociaux ou de santé
excluded witness,témoin exclu
exclusion order,être dispensé (de transmettre un document)
executive assistant (to the chairperson),adjoint de direction (du président)
executive correspondence coordinator,"coordonnateur, Correspondance de la haute direction"
executive director (of the IRB) ,secrétaire général (de la CISR) 
Executive Information System (EIS) ,Système d'information pour cadres supérieurs (SICS) 
Executive Secretariat Branch (ESB)NOTE Now called Communications and Executive Services Branch (CESB) .,Direction générale du secrétariat de la haute direction (DGSHD)NOTA Maintenant appelée Direction générale des communications et des services à la haute direction (DGCSHD) .
exempted information,information confidentielle; information non accessible au public; renseignements protégés
exhibit,pièce
exodus,exode; fuite massive
expedited case,cas traité suivant le processus accéléré
expedited decision,décision rendue dans le cadre du processus accéléré
expedited hearing process (EHP) ,processus accéléré d'audience
expedited interview,entrevue tenue dans le cadre du processus accéléré
expedited process (EP) ,processus accéléré (PA) 
expedited rate,pourcentage de(s) cas traités en accéléré
expeditiousness,célérité
expeditive claim; simple claim,demande d'asile à traiter suivant le processus accéléré
expert adjudication body; expert tribunal; specialized tribunal,tribunal spécialisé
expert evidence,preuve d'expert
expert tribunal; specialized tribunal; expert adjudication body,tribunal spécialisé
expert witness,témoin expert
Extended Response to Information Request (ERIR) ,Réponse approfondie à la demande d'information (RADI) 
extension of time,prorogation du délai
extra-judicial execution,exécution extrajudiciaire
"FAQs (see Frequently Asked Questions) ","FAQ (voir Foire aux questions) "
"FC (see Federal Court) ","CF (voir Cour fédérale) "
"FCA (see Federal Court of Appeal) ","CAF (voir Cour d'appel fédérale) "
"FCIR (seeFederal Court Immigration Rules, 1993) ","RCFI (voirRègles de 1993 de la Cour fédérale en matière d'immigration) "
"FCR (seeFederal Court Rulesor Federal Court Reports) ","RCF (voirRègles de la Cour fédéraleou Recueils des arrêts de la Cour fédérale) "
"FIS (see Financial Information System) ","SIF (voir Système d'information financière) "
"FMS (see Financial Management System) ","SGF (voir Système de gestion financière) "
"FOSS (see Field Operations Support System) ","SSOBL (voir Système de soutien des opérations des bureaux locaux) "
"FTP (see Fast-Track Policy) ","PVR (voir Politique de la voie rapide) "
fact in issue,fait en litige
facts of the case,faits de l'espèce; faits en cause; faits de la cause
failed refugee protection claimant; refused refugee protection claimant; rejected refugee protection claimant; unsuccessful refugee protection claimant,demandeur d'asile débouté
failure to appear; no show (at a hearing or admissibility hearing),défaut de comparution; défaut de comparaître; manquement à l'obligation de se présenter; omission de se présenter; défaut de se présenter (à une audience ou à une enquête)
failure to comply; breach (n.) ; non-compliance ,"inobservation (d'une obligation); manquement (à une obligation, à un engagement, à la justice, à la loi, à un règlement, à une règle); non-respect(des conditions); violation (de la loi)"
failure to observe a principle of natural justice,manquement à un principe de justice naturelle
"fair and efficient (procedure, proceeding, appeal)","équitable et efficace (procédure, appel)"
fair hearing,audition équitable
fairness,équité
false document; fraudulent document,faux document; document frauduleux
false statement; misrepresentation,fausse déclaration; présentation erronée
family class,catégorie du regroupement familialNOTA Auparavant appelée « catégorie des parents » ou « catégorie de la famille » sous le régime de la Loi sur l'immigration. 
family class sponsorship,parrainage au titre de la catégorie du regroupement familial
family class sponsorship application,demande de parrainage au titre de la catégorie du regroupement familial
family member,membre de la famille
family reunification; reunification of family members,réunification des familles
Fast-Track Policy (FTP) ,Politique de la voie rapide (PVR) 
fatal error,erreur déterminante
"feared harm, assessment of",évaluation du préjudice redouté
fear of persecution,crainte de persécution
Federal Court (FC) ,Cour fédérale (CF) 
"Federal Court Immigration Rules, 1993 (FCIR) ",Règles de 1993 de la Cour fédérale en matière d'immigration (RCFI) 
Federal Court of Appeal (FCA) ,Cour d'appel fédérale (CAF) 
Federal Court Reports (FCR) ,Recueils des arrêts de la Cour fédérale (RCF) 
Federal Court Rules (FCR) ,Règles de la Cour fédérale (RCF) 
Federal Courts Act,Loi sur les Cours fédérales
fettering of discretionNOTE Failure to recognize or to apply the full extent of discretion given to a panel.,entrave à l'exercice du pouvoir discrétionnaireNOTA Défaut de reconnaître l'étendue du pouvoir discrétionnaire dont est investi un tribunal.
Field Operations Support System (FOSS) ,Système de soutien des opérations des bureaux locaux (SSOBL) 
"file an appeal, to; appeal, to (against a decision/to the Division); make an appeal, to ",en appeler; porter en appel; former un appel; interjeter appel (d'une décision devant/auprès de la Section)
file flow,acheminement des dossiers
filing of a document,dépôt d'un document
final decision; final determination,décision finale; décision en dernier ressort; décision définitive
"finalize, to (an admissibility hearing; a case, a claim for refugee protection; an appeal)","conclure (une enquête); régler (un cas, une demande d'asile); finaliser (un appel)"
finalized claim for refugee protection; claim for refugee protection determined,demande d'asile réglée
Financial Information System (FIS) ,Système d'information financière (SIF) 
Financial Management System (FMS) ,Système de gestion financière (SGF) 
financial reasons,motifs financiers
financial refusal,refus fondés sur des motifs financiers; refus pour (des) motifs financiers
finding; decision; determination; disposition,conclusion; décision; constat
firm slot,heure fixe; période déterminée
five-year period,période quinquennale
flight risk,risque de fuite
follow-up training for new members,formation complémentaire des nouveaux commissaires
forced conscription,enrôlement forcé (dans l'armée)
foreign law,droit étranger
foreign national,étranger (n.) 
foreign offence,infraction commise à l'étranger
forensic testing,essais judiciaires
forgery,fabrication de faux documents; falsification de documents
forty-eight hour review,contrôle des quarante-huit heures
forward looking (in the context of the definition of Convention refugee),de nature prospective; axé sur l'avenir (en parlant de la définition de réfugié au sens de la Convention)
fraudulent claim for refugee protection,demande d'asile frauduleuse
fraudulent document; false document,document frauduleux; faux document
fraudulently or improperly,irrégulièrement ou frauduleusement
fraudulent or improper use,utilisation irrégulière ou frauduleuse
freedom of assembly,liberté de réunion
freedom of association,liberté d'association
freedom of conscience,liberté de conscience
freedom of expression; freedom of speech,liberté d'expression
freedom of movement,liberté de mouvement
freedom of religion,liberté de religion; liberté de culte
freedom of speech; freedom of expression,liberté d'expression
Frequently Asked Questions (FAQs) (informatics),Foire aux questions (FAQ) (domaine informatique)
full and proper examination (of a claim for refugee protection),examen approfondi (d'une demande d'asile)
full and proper hearing (of the case),instruction approfondie (de l'affaire)
full hearing,audition complète
fundamental freedoms,libertés fondamentales
fundamental justiceNOTE A wider term than the principles of natural justice in that it covers both procedural rights and substantive legal rights.,justice fondamentaleNOTA Expression ayant une portée plus large que les principes de justice naturelle parce qu'elle comprend à la fois les droits procéduraux et les droits fondamentaux.
"GCWCC (see Government of Canada Workplace Charitable Campaign) ","CCMTGC (voir Campagne de charité en milieu de travail du gouvernement du Canada) "
GIC appointee; Governor in Council appointee ,personne nommée par décret (PND); personne nommée par le gouverneur en conseil 
GIC (Governor in Council) Secretariat Services Directorate NOTE Formerly called Secretariat Services and part of the Communications and Executive Secretariat Branch. Now reports directly to the Chairperson's office.,Direction des services de secrétariat pour les PND (personnes nommées par décret)NOTA Auparavant appelée Services de secrétariat et relevait de la Direction générale des Communications et des services à la haute direction; relève maintenant du bureau du président.
gender-based claim for refugee protection,demande d'asile fondée sur le sexe; demande d'asile fondée sur des motifs liés au sexe
gender discrimination,discrimination sexuelle
Gender GuidelinesNOTE Short title of the guidelines entitled Women Refugee Claimants Fearing Gender-Related Persecution - Update. ,Directives concernant la persécution fondée sur le sexeNOTA Titre abrégé des directives intitulées Revendicatrices du statut de réfugié craignant d'être persécutées en raison de leur sexe - Mise à jour. 
gender-related issue,question liée au sexe; question liée à la crainte de persécution du fait du sexe
gender-related persecution,persécution fondée sur le sexe; persécution fondée sur des motifs liés au sexe
general clerk,commis général
general counsel,avocat général
generalized risk,risque généralisé
generally known fact,fait notoire
generally recognized fact,fait généralement reconnu
genuine; bona fide,authentique; véritable
geographic teamNOTE A group of members (and sometimes refugee protection officers) specialized by geographic area.,équipe géographiqueNOTA Groupe de commissaires (et parfois d'agents de protection des réfugiés) spécialisés par secteur géographique.
"give reasons why, to",énoncer les raisons pour lesquelles; en donner les motifs
giving-and-taking ceremony (adoption),cérémonie de don et de prise en adoption; cérémonie du don et de l'acceptation
"good faith, in",de bonne foi
governance,régie interne; gouvernance
Government of Canada Workplace Charitable Campaign (GCWCC) ,Campagne de charité en milieu de travail du gouvernement du Canada (CCMTGC) 
Governor in Council (GIC) appointee ,personne nommée par le gouverneur en conseil; personne nommée par décret (PND) 
"grant refugee protection, to; confer refugee protection, to",conférer l'asile
grounds of an inadmissible family member,interdiction de territoire pour inadmissibilité familiale
grounds of inadmissibility,faits emportant interdiction de territoire; motifs d'interdiction de territoire
grounds of security; security grounds,raison de sécurité
"grounds of serious criminality, on",pour grande criminalité
group persecution,persécution d'un groupe
guarantor,garant
guerrilla,guérilléro
guerrilla warfare,guérilla
guidelines,directives
Guidelines on Gender-Related PersecutionNOTE Short title of the guidelines entitled Women Refugee Claimants Fearing Gender-Related Persecution - Update. ,Directives concernant la persécution fondée sur le sexeNOTA Titre abrégé des directives intitulées Revendicatrices du statut de réfugié craignant d'être persécutées en raison de leur sexe - Mise à jour. 
guiding principle,principe directeur
"HIT (see Heads of Information Technology) ","CTI (voir Chefs de la technologie informatique) "
"HRD (see Human Resources Directorate) ","DRH (voir Direction des ressources humaines) "
"HRMC Plus (see Human Resources Management Committee Plus) ","CGRH Plus (voir Comité de gestion des ressources humaines Plus) "
"HRMS (see Human Resources Management System) ","SGRH (voir Système de gestion des ressources humaines) "
"HRNWP (see Human Rights Nexus Working Party) ","DGRHPP (voir Direction générale des ressources humaines et du perfectionnement professionnel)NOTA Fusion de la Direction des ressources humaines (DRH) et de la Direction générale du perfectionnement professionnel (DGPP). "
"HRS (see Human Resources Systems) ","SRH (voir Systèmes des ressources humaines) "
"HURIDOCS (see Human Rights Information and Documentation Systems, International) ","HURIDOCS (voir Systèmes d'information et de documentation sur les droits de l'homme, International) "
habitual residence,résidence habituelle
"hand, by",en mains propres; en personne
harmonization of documentation project,projet d'harmonisation de la documentation
head office; headquarters (of the IRB) ,"siège (de la CISR) NOTA Non pas « administration centrale », comme dans les ministères."
Heads of Information Technology (HIT) ,Chefs de la technologie informatique (CTI) 
Heads of Learning Forum,Forum des responsables de l'apprentissage
health grounds,motifs sanitaires
"hearing (overall process; of a claim for refugee protection, of an appeal)","audience (processus global); audition (d'une demande d'asile, d'un appel)"
hearing completed,audience terminée
hearing de novo; de novo hearingNOTE A completely new hearing.,nouvelle audience; audience de novoNOTA Audience complètement nouvelle.
hearing disposition record,relevé de décision
Hearing Information Sheet,Fiche de renseignements sur l'audience
hearing into a claim for refugee protection; refugee protection hearing,audition de la demande d'asile; audience sur la demande d'asile
hearing of an appeal; appeal hearing,audition de l'appel
hearing of appeal postponed,"audition de l'appel est remise, l'"
hearing officer (at Citizenship and Immigration Canada),agent d'audience (à Citoyenneté et Immigration Canada)
hearing process,processus d'audience
hearing room,salle d'audience
hearing room procedure,procédure d'audience; procédure en salle d'audience
Hearings Committee,Comité sur les audiences
hearing slot,période prévue pour l'audience
hearings policy adviser,conseiller de direction en matière d'audiences
Hearings Policy Committee,Comité des politiques relatives aux audiences
Hearings Procedures Papers,documents sur la procédure d'audience
hearings schedule,mise au rôle des audiences
hearsay evidence,preuve par ouï-dire; témoignage constituant du ouï-dire; ouï-dire
Help Desk (informatics),Service de dépannage (domaine informatique)
higher court; reviewing court,cour supérieure; instance révisionnelle
highly prejudicial evidence,élément de preuve très préjudiciable
high probative value,valeur probante élevée
holdings (of information),fonds de documentation; fonds de renseignements; fonds documentaire
"hold office during good behaviour, to",être nommé à titre inamovible
home country,pays d'origine
host country,pays d'accueil
humanitarian and compassionate considerations,motifs d'ordre humanitaire
humanitarian and compassionate review,Direction générale des ressources humaines et du perfectionnement professionnel (DGRHPP)NOTA Fusion de la Direction des ressources humaines (DRH) et de la Direction générale du perfectionnement professionnel (DGPP). 
Human Resources Directorate (HRD)NOTE Formerly part of the Corporate Services Branch (CSB); now part of the Human Resources and Professional Development Branch (HRPDB). ,Direction des ressources humaines (DRH)NOTA Relevait auparavant de la Direction générale des services de gestion (DGSG); relève maintenant de la Direction générale des ressources humaines et du perfectionnement professionnel (DGRHPP). 
Human Resources Management Committee Plus (HRMC Plus) ,Comité de gestion des ressources humaines Plus (CGRH Plus) 
Human Resources Management System (HRMS) ,Système de gestion des ressources humaines (SGRH) 
"Human Resources Systems (HRS)NOTE Formerly called ""Human Resources Information Systems"".",Systèmes des ressources humaines (SRH)NOTA Auparavant appelés « Systèmes d'information sur les ressources humaines ».
human rights,droits de la personne [Canada]; droits de l'homme [ ONU] ; droits humains 
"Human Rights Information and Documentation Systems, International (HURIDOCS) ","Systèmes d'information et de documentation sur les droits de l'homme, International (HURIDOCS) "
"Human Rights Information Package (see Contextual and Human Rights Packages) ","Dossiers d'information sur les droits de la personne (voir Documentation de fond et Dossiers d'information sur les droits de la personne) "
Human Rights Internet,Internet des droits humains
Human Rights Nexus Working Party (HRNWP)NOTE Part of the IARLJ. ,Groupe de travail sur les liens avec les droits de la personne (GTLDP)NOTA Relève de l' AIJAR. 
"Human Rights Package (see Contextual and Human Rights Packages) ","Dossiers d'information sur les droits de la personne (voir Documentation de fond et Dossiers d'information sur les droits de la personne) "
human rights record,antécédents en matière de respect des droits de la personne; antécédents relatifs aux droits de la personne
Human Rights Task Force [ UN] ,Groupe spécial chargé des droits de l'homme [ ONU] 
human rights violation,violation des droits de la personne [Canada]; violation des droits de l'homme [ ONU] 
Human Rights WatchNOTE An organization with headquarters in New York.,Human Rights WatchNOTA Organisme dont le siège est à New York.
human smuggler,passeur
human smuggling; smuggling; people smuggling,passage de clandestins
"IAB (see Immigration Appeal Board) ","CAI (voir Commission d'appel de l'immigration) "
"IAD (see Immigration Appeal Division) ","SAI (voir Section d'appel de l'immigration) "
IAD Consistency Plan ,projet sur la cohérence à la SAI
IAD Procedures Manual ,Guide des procédures de la SAI
"IADR (seeImmigration Appeal Division Rules) ","RSAI (voirRègles de la Section d'appel de l'immigration) "
"IARLJ (see International Association of Refugee Law Judges) ","AIJAR (voir Association internationale des juges aux affaires des réfugiés) "
"ICCPR (seeInternational Covenant on Civil and Political Rights[ UN] ) ","PIRDCP (voirPacte international relatif aux droits civils et politiques[ ONU] ) "
"ICMS (see Integrated Case Management System) ","SGCI (voir Système de gestion des cas intégré) "
"ID (see Immigration Division) ","SI (voir Section de l'immigration) "
"IDR (seeImmigration Division Rules) ","RSI (voirRègles de la Section de l'immigration) "
"IFA (see internal flight alternative) ","PRI (voir possibilité de refuge intérieur) "
"IGM (see Issues Group Meeting) ","GAT (voir Groupe d'analyse thématique) "
"IMC (see Information Management Committee) ","CGI (voir Comité de gestion de l'information) "
"IMD (see International Media Database) ","BDMI (voir Base de données des médias internationaux) "
"IMPO (see Improved Management Practices Office) ","BAPG (voir Bureau de l'amélioration des pratiques de gestion) "
"IMPWG (see Improved Management Practices Working Group) ","GTAPG (voir Groupe de travail sur l'amélioration des pratiques de gestion) "
"IMR (see International Media Review) ","RPI (voir Revue de presse internationale) "
"IPS (see Interpreter Payment System) ","SPI (voir Système de paiement des interprètes) "
"IRB (see Immigration and Refugee Board of Canada) ","CISR (voir Commission de l'immigration et du statut de réfugié du Canada) "
IRB National Headquarters Administration ,"Section de l'administration, siège de la CISR"
IRB New Employee's Orientation Tool Kit ,Trousse d'orientation pour les nouveaux employés de la CISR
IRB Security Committee ,Comité de sécurité de la CISR
IRB's National Occupational Safety and Health Conference ,Conférence nationale de la CISR sur la santé et la sécurité au travail 
"IRPA (seeImmigration and Refugee Protection Act) ","LIPR (voirLoi sur l'immigration et la protection des réfugiés) "
"IRPR (seeImmigration and Refugee Protection Regulations) ","RIPR (voirRèglement sur l'immigration et la protection des réfugiés) "
"ISA (see Information Sharing Agreement) ","EER (voir Entente sur l'échange de renseignements) "
"ISD (see Information Systems Directorate) ","DSI (voir Direction des systèmes informatisés) "
"ITS (see Information Technology Services) ","STI (voir Services de technologie de l'information) "
identity document,pièce d'identité; papier d'identité
illegal entry (of a person into Canada),entrée clandestine; entrée illégale; introduction illégale (d'une personne au Canada)
illegal exit,sortie clandestine; sortie illégale
illegal migrant,clandestin; migrant non autorisé; migrant clandestin
immigration admissibility hearing,enquête en matière d'immigration
Immigration and Refugee Board of Canada (IRB) ,Commission de l'immigration et du statut de réfugié du Canada (CISR) 
Immigration and Refugee Protection Act (IRPA) ,Loi sur l'immigration et la protection des réfugiés (LIPR) 
Immigration and Refugee Protection Regulations (IRPR) ,Règlement sur l'immigration et la protection des réfugiés (RIPR) 
immigration and refugee protection system; immigration and refugee system,système d'immigration et de protection des réfugiés
immigration appeal,appel en matière d'immigration
Immigration Appeal Board (IAB)NOTE Now called Immigration and Refugee Board of Canada (IRB) .,Commission d'appel de l'immigration (CAI)NOTA Maintenant appelée Commission de l'immigration et du statut de réfugié du Canada (CISR).
Immigration Appeal Division (IAD) ,Section d'appel de l'immigration (SAI) 
Immigration Appeal Division Operations Committee,Comité des opérations de la Section d'appel de l'immigration
Immigration Appeal Division Rules (IADR) ,Règles de la Section d'appel de l'immigration (RSAI) 
immigration bar; immigration lawyer,avocat(s) spécialisé(s) en droit de l'immigration; avocat(s) spécialiste(s) de l'immigration 
immigration case law,jurisprudence en matière d'immigration
"Immigration Division (ID)NOTE Formerly called the ""Adjudication Division"".",Section de l'immigration (SI)NOTA Auparavant appelée « Section d'arbitrage ».
Immigration Division Rules (IDR) ,Règles de la Section de l'immigration (RSI) 
immigration examination (by an immigration officer),interrogatoire relatif à l'immigration (de l'agent d'immigration)
immigration lawyer; immigration bar,avocat(s) spécialisé(s) en droit de l'immigration; avocat(s)spécialiste(s) de l'immigration 
immigration matter,question touchant les immigrants
improperly documented claimant,demandeur d'asile non muni des documents voulus
Improved Management Practices Office (IMPO) ,Bureau de l'amélioration des pratiques de gestion (BAPG) 
Improved Management Practices Working Group (IMPWG) ,Groupe de travail sur l'amélioration des pratiques de gestion (GTAPG) 
imputed political opinion; perceived political opinion,opinions politiques imputées; opinions politiques présumées
in absentia(in the absence of the person who is the subject of the proceeding),in absentia; par contumace (en l'absence de la personne en cause)
in briefNOTE A Legal Services internal publication.,en bref
inadmissibility,interdiction de territoireNOTA Appelée « non-admissibilité » sous le régime de la Loi sur l'immigration. 
"inadmissibility, to constitute; lead to a determination of inadmissibility, to; determination of inadmissibility",emporter interdiction de territoire; constat d'interdiction de territoire
inadmissibility report,rapport d'interdiction de territoire
inadmissible class,catégorie des personnes interdites de territoire
"inadmissible for misrepresentation, to be",emporter interdiction de territoire pour fausses déclarations
inadmissible person,personne interdite de territoire
in-camera hearingNOTE Now called private hearing under IRPA. ,audience à huis clos
in-chambers hearing,audience en cabinet
"incompetentNOTE Person who is unable, in the opinion of the member or of the Refugee Protection Division, to appreciate the nature of the proceeding.","incapableNOTA Toute personne qui, selon le commissaire ou la Section de la protection des réfugiés, n'est pas en mesure de comprendre la nature de la procédure."
independent judiciary,pouvoir judiciaire indépendant
indictable offence,infraction punissable
